review_id,review_text,sentiment
823,a small funny film it is totally incredible unbelievable impossible but it is funny how an can become totally and even by a girl he hardly knows but who was able to get down into his of course it is a of the foolish deals you can get to on the internet you must not believe ten percent of what you're told there and never ever ever accept to tie up your hands in a way or another to someone or something or some organization you do not know personally most of their there are in a way or another going to fool you and raid you but here the deserves being the victim of such gangsters because he is not only naive he is silly but then the film becomes funny because it ends up with the victim of the crooked business having the upper hand and ending up playing the same game with his and winning one think is sure too security in english is not exactly what it should be but i guess it's not better anywhere else in the world and even now they have up all rules and it is just fun to go through their and foil them then they have their vengeance by losing your a real plague on modern and don't expect to get fair or even a bottle opener or a can opener because it may be dangerous i can see myself cutting my way through the side of the plane with a can opener funny isn't it dr jacques university paris university paris 1 university saint quentin en,positive
824,antonioni really showed some when he had this movie made he went to america working under a contract from the most lavish studio mgm and he made the most portrait of american society i've ever seen having seen la first hand this is the most accurate portrayal of the crowded and city if only antonioni had met bill br br the subsequent burial by the studio is understandable after such a investment and dismal return it is sad that people don't get to see this film any more as i believe antonioni has been proved right here he the end of the hippie civil rights movement in the politics of america everyone is much more interested in what goes into their and the relentless of living space into the yet beautiful desert and beyond how i would love to see interest in this film re and a lavish dvd release br br i people to watch zabriskie point with an open mind and an open heart we have a genuinely unique film commenting on a turning point in the history of the most powerful nation on the planet and we have forgotten about it br br an unexpected gem,positive
825,it pains me to write such a review but by not doing so i'm simply these people first off just because a film is made on a small budget does not automatically make it good nor endearing in fact in this case the small budget is probably the films sole achievement in that it prevented large sums of money from being on a one race horse with the have you ever seen a comedy at the theatre ever heard people laugh and thought what the dickens are you on well even these weren't laughing things got so bad by mid way my cat took his first ever bath this is not film this is children no monkeys making images that leave you feeling like moving to france got to go there's a clown at my door,negative
826,unhinged was part of the video nasty censorship film selection that the uk built up in the 80's keeps the gory stuff out of the hands of children don't you know it must have left many wondering what the fuss was all about by today's standard unhinged is a tame little fairy tale br br 3 girls are off to a jazz concert and right away you know the body count is going to be quite low they get lost in the woods wind up getting in a car accident that looks so fake it's laughable they are picked up by some nearby residents that live in the woods in a creepy house one of the girls is seriously injured and has to stay upstairs then there's talking talking about why the girls are here and how they must be to dinner on time because mother doesn't like it when someone is late and more talking some suspense is built as a crazy guy is walking around and the girls and someone's is looking through holes in the walls at the pretty girls in something that looks like hitchcock's psycho i because there is so much blah blah in this film that you wonder when the killings are going to start in fact one of the girls gets so bored out of her mind that she walks in the woods alone looking for the town smart move she probably knew about the lonely virgin walking alone in the woods part but just didn't care more talk continues after this as we wait wait and wait some more until the next girl may or may not be killed br br and then there's the twist ending the expected unexpected for some viewers for others a real quite possibly the only reason why someone would really want to watch this i don't care how twisted it is nothing in this movie makes up for the most boring time i had watching it even with the minor impact of the ending the director just didn't have what it takes to really deliver a good story with it it would have made a much better 30 minute 1 hour tv episode on say tales from the br br if you really must get this for any reason perhaps just to say you've watched every slasher movie do yourself a favor and have the fast forward button ready since the movie has so many scenes just zoom through them and in no time you'll get to the wow that's what it was all this time ending oh and halfway through the movie there's a shower scene with 2 girls showing boo for boo those beautiful honey making boo,negative
827,the british series putting witty conversations taped from average people in the mouths of cute creatures at least had the advantage for non british viewers of seeming and the kind of humor you couldn't get on u s television someone made the mistake of putting it on u s television br br sort of like the sadly miscast american version of the sublime brit com which died in a month on nbc when the same basic scripts didn't translate from british english to american english what seemed and and just a bit dull in england comes across in creature the american version as simply boredom with puppets there's no through plot line no characters and after one and a half episodes watched of the three ultimately aired no reason to suffer through more br br the only positive thing to be said about the new summer series and the mercifully brief run it had is that the is at least done and coming as a set up for the single worst show on the cbs schedule the new adventures of old christine or how to be a horrible mother or person in one interminable unfunny lesson kids who wanted to stay up past their happily ran to bed rather than sit through this show and the adults could wait to tune in until when two and a half men guilty pleasure and how i met your mother actual quality writing come on,negative
828,10 10 for this film br br i'm a british india doctor currently in india the word beckham put me off i'm a die hard fan and personally think that owen is really cool since and man are rivals i was dead sure that i wouldn't watch the film br br but then i was in to meet some friends and i had an early morning flight so i thought what the heck let's time by watching this film it was a late night show br br what a moron i was i should've seen this film the day it was released i guess using name was to draw audience attraction which had back fired in my case but then i really can't think of a better title for the film br br and knightley drop dead gorgeous and rhys myers did a superb job br br if you hate football dislike united or england for that matter then this is the film for you in fact i'm just old a psychiatrist by profession but a kid at heart this film has knocked star wars off my no 1 position br br surprisingly there aren't very many comments on this film by indian brits like me i wonder why br br 10 10 for this film,positive
829,this is a good example a film that in spite of the low rating is more than worth watching the story is engaging and it doesn't take long before the chemistry between nicole kidman and ben chaplin grabs your attention the acting is first class and the characters are represented well sometimes it feels like the director couldn't decide himself between drama and romantic comedy ben portrayal of the law and shy with porn s m magazines hidden in the bedroom creates plenty of moments for laughs as does the look in nicole eyes when she is offering john his first taste of in a long time other times the actors and especially nicole kidman give this comedy quite expertly a dramatic,positive
830,without doubt beat street is the best film about the scene everything about it is spot on the clothes the music and most importantly the dancing the storyline is basic but hey whats there to tell a story about the whole point of the film is to show what kids of that moment in time were doing what to them it shows that teenagers in general are good all that to these everyday kids was music dancing and friendship having watched the dvd recently i was surprised how well it had stood the test of time the clothes didn't look dated possibly because is now having a massive comeback the music still sounds fresh and the dancing is still captivating to watch a film anyone 10 25 years of age should see as part of their youth culture,positive
831,shakespeare's the is a model for this exceptional science fiction film we look for differences and his daughter miranda are stranded on a island and are on the 4th planet the star ariel is a spirit the robot is a man made servant evil hardly approaches that of monsters of the id shakespeare dies when 4 blows up the is a comedy forbidden planet is a tragedy we wonder if mankind must suffer the fate of the in some future time anne francis is jack kelly is kelly starred with james garner in the comedy western tv series maverick,positive
832,i loved this movie you have to respect that dressed up like tiny martians sure the story may have been thin at times but you can't take away from the way it was done i used to watch this over and over again when i was 8 its a kids movie and besides it has some of the greatest quotes ever home on the range rendition is awesome br br very well done if you ask me 8 of 10,positive
833,thanks to some infamous home video who brought in the so called german independent series four for is not only awful but really awful so awful that i have it dumped at the second hand goods store for extra cash br br nick and charlotte is a married couple who reached an of having sex only on due to their schedule of their profession eva and luis is a pair of couple living from hand to mouth where eva works as a waitress and luis an artist nick causes eva to lose her job as an waitress luis and charlotte had an affair at the back of eva and nick luis cheated on eva by lying to her that he would be flying off to london to do something related to his artwork but the fact is he is flying off to with charlotte for an adultery holiday eva kidnapped nick and dragged her 2 kids along to for confrontation the trip to ends up both nick and eva falling for one another br br the presentation of the journey from germany to between nick and eva marks the failure of the comedy it not only look senseless but also in the film nick try to seek help for several ways but it ends to no it is either the strangers around him who acts like morons or they are just simply dumb br br the comedy also had the tendency to add in unnecessary scenes to the story while some of the problems that can be solved with common sense no one in the film are using common sense to solve the problem they prefer to go through one big round to solve the problem br br it fails so bad that even the beautiful in fails to pull up the reputation of the film,negative
834,and michael are a married couple that are cheating on each other has a long time lover in the hospital and michael hires a prostitute that doesn't satisfy him the two with their infidelity but manage to connect to each other in the end br br there's not a whole lot to this particular short the direction is straight forward and dramatic which is good the acting is sincere but the story leaves a little bit to be desired why exactly do we care about these two people it's a little hard to see how this story sticks out from any other infidelity story except that it's much more down and doesn't search for meaning in it a change of pace if anything br br i don't know it's possible i don't connect to these stories because i've never experienced them but i have noticed that the in these are typically the same i e a couple talking together while avoiding eye contact by pretending to be immersed in magazines etc the nice things about short films is that they provide a bit more room for trying something different and i'd like to see a different take br br,negative
835,in fact it's basically the same movie and they couldn't even get the time line of events correct maybe that was intentional due to or not caring either way this thing is a real it doesn't even deserved to be called a movie i viewed this as a so called second feature on the disc containing the original the boogeyman i thought my head would explode and i urge you to run as far in the opposite direction of this thing if you should be cursed with the misfortune of across it's path it should come with a warning label like warning may cause your i q to drop several points if you are within it's for me there's no doubt this thing is a 0 10,negative
836,i love this movie walsh is a true master of the cinematic form his film have been sometimes in my opinion overlooked but this film is a favourite of mine because it really gives you the feel of the time the film was set in br br all the wonderful characters that existed the lifestyle the mode of dress the way they spoke ok they might be exaggerated but it is good to know that there were occasion when two men tried to each other with insane stunts br br i just felt it was of history thats should be by many people and appreciated because of that fact br br can i get it somewhere on dvd i have only seen it on tv but for anyone wanting a slice of life movie about that period of time this is the perfect one,positive
837,this is an extremely dense somber and complicated film that quite slowly revealing excruciating detail like the attention paid in a novel and watching this film is like watching a novel unfold while i didn't care for the narrator as i felt he was out of balance with the rest of the performances this film features some of the best ensemble acting i have ever seen and the lead summer phoenix is fabulous her innocence and some might find implausible sort of a cross between cinderella and alice in wonderland i can buy that critique but she's still fabulous partially because she's unlike anything i've ever seen before br br this film is unbelievably beautiful filmed by eric and part of what is so unique about this film is how it doesn't ever show what you'd expect it's always surprising and despite it's length the film never reveals more than it needs to at minutes it's extremely to a fault i'd say which is one of the wonders of this film it's filled with brief moments which are simply stunning some of the best you're likely to see all year and all these moments add up in the end to an extraordinary film experience the family moments are unique ian is brilliant and what this film has to say about the theater hasn't been seen in films since opening night or perhaps but believe it or not this film is much less conventional i never knew where this film was going and now having seen it it still has multiple possibilities this is a powerful incredibly provocative film,positive
838,i think that the shots and lighting were very poor when i watched it for the first time i thought it was the old version 1956 when i really found out the true year of the film i was shocked i didn't know that there could be such a bad film made so recently thats really all i wanted to say this film had a good plot though nothing you couldn't miss out on if you would simply read the novel that george wrote all i really want to say has already been said except for this i can't believe that this film could have possibly received so many awards and nominations i gave this film a one awful because i felt that it was very badly made well that is all so long,negative
839,an interesting idea involving an alternative dimension inside a hospital it stephen kings kingdom hospital and old twilight zone episodes strong the set up was great there were also some very clever moments which always have that head melt appeal the story had plenty of vague references which led me to believe that all the ensuing weirdness of time slips ghosts a weird bat demon and a rather silly heavy metal thing would be explained and that was were dark floors severely let me down based on my viewing the movie gives no explanation as to what is behind the events whilst some ambiguity is always expected welcome in these kind of films dark floors took it to new heights of i don't expect things wrapped up in a pretty but neither should i be left feeling huh is that it did i dose off maybe i hit chapter skip by mistake dark floors left me with a deeply unsatisfying suspicion that it was all a dream which is a shame because up until the last reel i was very much on board and enjoying the movie,negative
840,when you go at an open air cinema under the greek summer night you usually don't care what the movie is edison started really good with some good effort from the singers who want to be actors and a once again great morgan freeman but in a movie there is usually a good start to catch audience done a bit boring yet story filling middle of the movie that is more about characters and less about action done and the third part is something really good so that you can remember the movie when you see 30 elite police officers packed with weapons that can a building shoot at a guy behind a car fail to hit him even once while he kills all but 3 and then the guy takes out a flame to kill the rest 3 you realise that the greek summer sky filled with stars is way too good to be distracted by a movie like this,negative
841,when i first saw the title i was already the theme of the film it clearly wasn't a reference to british so it had to be and about pounds of flesh taking them or giving them will smith's a actor so serial killers were out it could only be about a man giving them so must be about guilt somehow i the whole thing for myself by looking it up and knowing the story before i watched as the beauty of the build up is the way parts of the main character's background are fed to slowly the audience as to who he is and why he is doing what he is doing br br guilt is a very hard subject to do simply because it's deeply uncomfortable and sad which is not an premise when you are hoping for a roller coaster ride you know its going to be unpleasant i wouldn't say the movie suicide it into the most extreme form of self sacrifice br br it's also with symbolism everywhere which is a tell tale sign that the writing is cleverly thought out in great detail and driving at multiple meanings and a deep nature the most prominent theme that struck me was that he was not only giving his heart to the girl he loves emotionally and but was giving it to her physically as the greatest gift he could determined to die but his plan is by falling in love what a 2nd act absolutely masterful br br yes it is very slow paced but i'm as to whether it would have been better into a smaller i didn't feel the strain and his terrible inner turmoil as much as i could have but maybe that's just me having ruined it for myself beforehand saying all that though it is a deeply moving and original film that is an incredibly powerful and thought provoking tragedy that deserves the awards it will inevitably get,positive
842,if there has ever been a worse comedy than i am unaware of it the new york jewish premise is that siblings sam gray are mistaken for a couple and so decide to fix sam up with a girlfriend only to find that gray is equally attracted to their target charlie the revelation that gray is secretly gay is apparently only a surprise to her there is a deeply offensive wedding sequence a deeply embarrassing from and graham and a performance that would embarrass everywhere for its from tom sissy demonstrates a complete inability to do comedy and will want this from her resume molly shannon plays the friend with only alan emerges with any credit but is seriously under employed and given nothing with which to work the whole disaster is by bizarre eye rolling performance culminating with the scene where she wears a comedy hat and an despite the scene being set in a lesbian bar it is astonishing that this film was ever released it has no redeeming feature and should be avoided at all costs,negative
843,perhaps not the absolute greatest entry in the hammer house of horror series but it surely wins the award for most titled episode the house that to death  i could yell out this title all day without ever getting tired of it and besides the wondrous title this short movie also from a written screenplay and a handful of genuinely suspenseful moments it might require an extra viewing before you fully understand the peculiar end twist but it's definitely an original idea for a horror short the story opens with images of an elderly couple drinking tea in their middle class house the husband kills his wife and several years later the cursed house is still for sale a young couple and their daughter move in and start to it but mysterious events occur and affect especially the young sophie her beloved cat is killed an even her birthday party gets ruined when one of the suddenly blood all over the guests a particularly chilling sequence this one is the old house really haunted or maybe the helpful neighbors cause all the horror the answers to these questions are provided in the original and fairly unpredictable climax and there's even room for a real shock at the very end the tension is masterfully built up and the titular house is filled with eerie scenery like the pair of rusty used by the husband to his wife little warning though the sequence with the cat is hard to watch when you're an animal lover in conclusion another winner for short running tv series,positive
844,there is something special about the movies not only by but by and other directors as well this is the sense of reality that never leaves the viewer throughout the movie is no exception this effect is achieved not only by the depicted stories but also by actors playing in i have never had the feeling that these are actors playing but real people instead so real is the visceral feeling of the viewer almost as if the grumpy or lonely lady in the movie are living below you in your block br br any person living in vienna can without any doubt painfully recognize the people in the movie with their complaining their hidden sexual and the macho guys this is further by the which is according to many especially made for complaining as a way of life a special and arrogance typical for vienna are also very well portrayed br br the have a vivid presence in the movie with their and where nothing happens moreover they have been turned into a celebration of with shopping and huge department stores are the houses of the people where they into what they is pleasure giving activities trying to stay in touch with their human yet in vain the examples are the sexual game of the old lady with the men which on rape the guy losing his nerves and hitting his girlfriend and the young woman who and her drivers br br the film has no soundtrack as it concentrates on the of its images only another typical feature of and other directors is his showing of sexual images these include the of the old woman for her husband the sexual scenes in the bath the sexual game of the lady with the two men in her apartment etc br br in has portrayed the lives of people who eventually may be as much as they could be citizens of paris new york or the viewers should not despise or feel pity for the in the movie as they themselves could become victims of the same human and alienation albeit in different circumstances in the end i believe film is a warning to us about the terrible state of human relationships so brutally revealed in and if the viewer does not to the reasons for this evil transformation has achieved his goal,positive
845,for such a great classic tale the setting location grendel was disappointing as a writer i blame the script which completely lacked dramatic tension the of the club story is useful and would have provided a new take on the literary classic for some weird reason that was dropped early on to know this was shot in 21 days says to me rushed and it unfortunately shows now we'll have to wait for the hollywood version on the big screen i word on fx i can tolerate really crappy cgi but the script has to rock and this one was just too slow and lacking in drama i'd blame it on the actors but since i know writing more than acting i'll pick on my colleague,negative
846,totally forgettable specially because of the weak acting this is the first movie i've seen with shepard to my surprise he's been around since the late 90's i thought he was a newcomer since his acting was so bland i could say the same about tyler although i've seen her do well in other movies she gave cooper a strange personality is not the kind of actress that will give the character a fiery emotional personality like diane keaton would be able to but it was pretty strange to see her say her lines in mode it seemed that altogether there simply wasn't a very good chemistry going on between the actors and i think diane keaton that as well she's a fantastic actress but seemed just a bit over the top in this movie it felt like she just wanted to get this movie over as soon as possible i wouldn't blame her,negative
847,since this movie was based on a true story of a woman who had two children and was not very well off it was just scary as to how real it really was the acting is what gave the movie that push to greatness br br diane keaton portrayed the main character who had two sons whom she her performance is what made the real life story come to life on a television screen it was very hard to watch some of the scenes since they were so real as to what happens when one becomes addicted to drugs br br just watching this very loving mother go from sweet to not caring at all was hard but so true i have known people who have gone through and it was very much like what happened in this movie from what i remember br br i also thought that it was very for the director to want to make a movie out of what happened to this woman yet it was done so well i applaud the director for making this movie br br i highly recommend this to anyone who has known someone who has ever been addicted to drugs or to just learn what can happen to you if you do become addicted to them,positive
848,unlike others i refuse to call this pitiful excuse for a movie a triumph of style over substance i don't want to give style a bad name still it's the most apt description that comes to mind br br a pointless unpleasant and ultimately meaningless assault on the eyes and ears wonderland leaves one wondering only why the film was made in the first place and who in their right mind gave the to this dreary and mess a biography of porn star john holmes a study of who the man was why he went into the business and how it affected him great bound to be compelling bound to be entertaining bound to be and fascinating on about a million levels and i have zero interest in porn br br but a confusing violent style study of a series of murders holmes was connected with after his career ended who in hell cares what insights do we gain this film completely ignores the most interesting aspect of john life that he was a porno star wonderland might as well have been about anyone the fact that the main character is the most famous male adult film star in history is almost irrelevant br br to make matters about a thousand times worse the picture is loaded down with gimmicks annoying machine gun editing sloppy 95 unnecessary split screen graphics and animation etc etc br br in the absence of a compelling story and unique main character the director and i use the term loosely has thrown together a dozen or so techniques from other films and decided to call the resulting mess a movie among these the trendy look of or traffic or minority report the frantic often incomprehensible throw the pieces of film in the air cutting style of natural born killers or 28 days later the fill every moment of silence with an old song to evoke the period soundtrack of or blow the retro title sequence of or or catch me if you can the list goes on and on and on pathetic br br i wanted to like this movie i had real hopes for it wonderland had been around for years had the context of the murders been rather than the murders themselves i think it could have worked had the murders and growing involvement with seedy l a types the end of a career or the end of the swinging '70s i think the film could have had meaning it could have served a purpose as it is meaningless pointless who cares how many perspectives exist on a series of murders generally unknown by the public the case isn't famous enough to merit such examination br br this film should have been the third act of the john holmes story that's it period and it could have worked what's that oh right right they didn't want to tell a traditional rise and fall story they didn't want to make boogie nights or or star 80 or they wanted their film to be different right br br well in one sense they succeeded there's a big difference between those films and wonderland the difference is those films are good br br,negative
849,this is a modest character driven comedy filmed in brazil on a low budget the premise is familiar the same as in the 1950's danny movie on the double someone who as a joke does an impression of a famous person then is to the person for real br br the contrast between the two leads is highly effective julia as the german secret policeman is tall cool menacing and latin he sports a deliberately obvious blond job richard animated short new york jewish is funny and sympathetic there are many references and inside jokes about show business br br the setting is clearly on was indeed ruled from the early fifties to the late eighties by gen an military dictator whose father had from germany but writer director reveals his ignorance of local conditions when he paints as a typical latin american with huge in wealth and an active further in this vein casts comic jonathan winters as an american who in truth is c i a station chief in and a figure so powerful that he can give the president of the country a profanity laced chewing out br br in fact the u s has little influence in which is largely without the social and racial tensions seen elsewhere in the region this is due to the country's having fought long and wars against much larger neighbors in the 19th and 20th centuries the male population was nearly wiped out both times but the society that emerged was patriotic and strongly united br br on yet another level there is a bow to in the form of the character madonna played by brazilian actress madonna is a former nightclub dancer who is the body presidential pleasure girl at the film's start but is seen on television as president herself at the end now politically and correct no makeup hair pulled back swept to office by a revolution br br the one time that such an event actually happened in latin america the administration of not the beloved who never held office lasted two years after the death of her husband legendary juan,positive
850,may have had the potential to be even a half way plausible and more enjoyable thriller had the main character lisa roberts cox not been so stupid when she is the victim of another attack on the streets of new york comic book artist roberts moves to a small town out west in her first days there she meets the crazy randall craig playing this part well who will eventually not leave her side for her safety after having been in the situation already twice before she strikes up a friendship and relationship with the town cop steve smith d b who's character does not seem convincing enough leaving disbelief among viewers who should otherwise be convinced of the red herrings thrown by the writers smith needs roberts because as he tells her is an ex con and guilty of sexual assault but the cops have lacked the evidence to put him away before br br the movie had enough to at least make an interesting movie because soon enough there is such confusion as to whom roberts should trust however much of the intended suspense appears too forced because roberts character never seems to react to simple things as we think any reasonable person might and her allow much of that suspense to occur to easily and particularly in the finale perhaps was the wrong choice for this role too baby faced in ways that kind of recall kevin persona evident in his character in with the enemy ' or if lisa roberts was written as a stronger character this might suffice as well in the meantime the film is not all that great even as a low budget b thriller,negative
851,there are many born in the mind of man which have been given life in modern times constant or information in the realm of have kept and busy with enough work to last them decades occasionally some of these mental phenomenon are discover by those with no knowledge of their or even of their existence that is the premise of the film entitled the night it tells the story of a popular radio host called gabriel robin williams who spends his enthralling his audiences with vivid stories about gay perhaps its because his show is losing it's authentic which causes to admit he is no longer himself feeling abandoned by both his lover jess bobby and his and best friend joe he seeks shelter in his despair and isolation it is here a mysterious voice in the night asks him for help needs to feel useful and reaches out to the desperate voice which belongs to a 14 year old boy called peter culkin in reading the boy's harrowing which depicts the early life and sexual abuse at the hands of his brutal parents is captivated and wants to help however things are not what they seem and soon finds himself en wrapped in an and bizarre tale torn right out of a medical nightmare this movie is pure robin williams and were it not for toni collette who plays donna d sandra oh as anna and john as pop this might be comical instead this may prove to be one of more serious performances,positive
852,to be honest i had heard this was pretty bad before i decided to watch it but i'm never one to let others influence my viewings in fact i'm more likely to watch something out of had one thing going for me before the viewing anyway the fact that and those gorgeous eyes was in it had me interested right away the picture isn't very good and is in fact very morally dubious all the characters are corrupt and in one way shape or form all motivated by greed or this is all well and good if the surrounding film can do justice to a bunch of despicable people and create a taut climax picture sadly it doesn't and as the finale fills your eyes with sugar you can't help shouting out that you have been cheated into watching a pretty bad film nobody in the cast come out with any credit with lead man guy madison painfully wooden in the extreme br br not even the lovely can make me recommend this to anyone 3 10,negative
853,i'll keep this short as i know i don't need to say much br br alive is a strange little film that obviously appeals to some but i found it to be shockingly bland from almost the very beginning the film did very little to make any of the characters likable and the story at times became so convoluted that i completely lost interest as i said i know others enjoyed it but i found alive to be anything but a lame extremely boring drama disguised as a thought provoking action sci fi flick i felt like i was into watching this film based by its intriguing premise and uber exciting cover art br br my suggestion pass it up for far more enjoyable effort versus or his 2004 riot godzilla final wars br br and don't get me wrong i'm always up for a good thinking man's film but this certainly wasn't it there was a moment that i actually cared about a single event taking place in this overly preachy dialogue heavy movie br br if you wanna talk about something talk about boring,negative
854,connie hoffman is very pretty and is topless at times br br that's it folks the sole reason for even considering whether to watch this film or not br br these 70s period pieces are sometimes entertaining by virtue of their very big hair etc this one isn't br br the script is bad the acting is bad the direction is bad and the idea of having a senior citizen romantic leading man is exceptionally bad br br the title at a sex comedy is grossly misleading br br i recommend avoiding this one like the plague,negative
855,we have to remember that the 50's were practically a blank when it came to movies hollywood was in transition from patriotic war movies noir two reel etc to movies with a message we had jungle on the and so on some folks might think that was an improvement i don't who was the who said if you want to send a message call western union he was right these psychological thrillers are less entertainment than some kind of remote therapy br br this one is a it's about three sisters trying to control of their dead father's estate one of them maybe the only one worth redemption the aid of the company pilot to help her keep the rest of the family at bay he's initially in it for the bucks but eventually falls for her meanwhile the rest of the family schemes to the romance the results are predictable you get a little bit of everything in this movie sexual tension between the sisters a little subtle insanity if there is such a thing we never get to meet the parents but they must really have been screwed up the cast is practically unknown one or two of the actors sound vaguely familiar the acting is so bad it's hard to believe it was released under the united artists by a company called air productions it was shot in and around la mostly at night and probably without the end was so bizarre that i thought it was a joke it was as if they ran out of money and the producer decided to wrap it up in the middle of a scene br br i can't explain it not even to myself but i gave this pile of trash an 8 10 i'm familiar with the term it's so bad it's good but i don't think i ever ran into the phenomenon before well maybe hot to hell but this one certainly fits you might want to try this if you love movies that seem like they were made in basement,positive
856,paris je t ' is a movie that explores the different kinds and aspects of love and all the emotions that it this movie some of the best directors from around the world such as gus van joel and ethan walter a read more to tell short stories about love located in paris each one with their particular way of directing in this film we also have one of the best cast ever seen in a movie including such great actors like willem dafoe steve natalie portman wood gerard depardieu and many more each one with great performances in conclusion this movie is a of stories of happiness unexpected encounters and love,positive
857,first off i'm a huge fan of 80s movies and of jennifer as well so yesterday i into a local used book movie store and found a vhs copy i read the back and it sounded good and for 3 99 it was a good deal so i took it home and popped it in the vcr what a sweet movie at my age now i relate more to movies like about last night or st fire but still i remember what it was like to be 15 16 and in love with an older guy etc we all have those little when we're younger and if it doesn't work out we're and we think that we'll never get over it but of course we do many times it's that sort of sweet quality that i really got from this movie the feeling of i remember when something like that happened to me is all through it the characters are interesting and well developed i recommend it to anyone who likes 80s movies teen films in particular or to anyone who just wants to go back and remember a simpler time in their lives,positive
858,all in all a good film and better for the fact that had the film not been made the story might remain hidden to the masses brosnan does a good job as the native american with a hidden past and the photography is stunning to some this may be too whimsical to others boring for me it is a gentle well told tale and perfect for family viewing now that's not something you get a lot of recently,positive
859,i remember following the case of andre in the while i was living in south africa they had photos of him sitting in his cage while being in court not as it turned out to protect the court members but to protect him from the public this was fascinating albeit morbid reading i later heard that a film had been made by hbo about the case but it was made for american tv strangely citizen x got a limited cinematic release in south africa i charged down to the local complex and bought a ticket i was alone my girlfriend at the time was only interested in the likes of steel and fried green tomatoes wow what a brilliant film why wasn't it released to a wider audience had it not been made for tv it could have got an oscar nomination or 2 there is no way to spoil the ending who the killer is is never kept from the audience jeffrey portrays a truly terrifying psycho he is calm considered a failure by his wife and subjected to constant and by his superiors at work by committing these horrendous acts he gets to feel strong powerful br br fighting to catch him against all odds is a played to excellent turn by stephen rea in one of his strongest performances he must battle the pace of russian the primitive resources he has at his and above all the by his superiors to acknowledge that the even has a serial killer the general in charge says that serial killers are a western phenomenon only donald sutherland is willing to help but his help must be under the counter the ever brilliant max von plays a russian psychiatrist who breaks and decides to help the in their quest it is the first time in russian history that a shrink is used to build a profile of a serial killer still on the loose and he has everything to lose if his involvement is made public br br citizen x is brilliantly acted well written and the music and editing only add to the tension and theme of the film excellent support from a horribly underused and a real sense of impending doom make citizen x a film worth seeing this was too good to be made for tv,positive
860,series 2 has got off to a great start i don't think you need to have watched series 1 to get a grasp of whats happening but like any series its nice to feel some sense of the characters and to care about what happens to them and this show makes you think like that these 4 30 something women seem to lead glamorous and exciting lives yet the premise is believable and realistic so the twists and turns that arrive thanks to their love and sex lives are exciting to watch but you also know that these are problems that happen to real women too its about the decisions we make as women and how sometimes we are led down certain paths in our lives rather than making those choices,positive
861,lets make a movie about a talk show that already exists and basically have everything that happens on the show well if that idea doesn't intrigue you which it shouldn't stay away from i had the of seeing this in the theater and actually being able to sit through this mess of a movie i guess jerry springer doesn't play himself as it shows from the cheap props for his show yes it looks even cheaper than the real jerry springer show and he is only known as jerry in the film the plot if you can call it that is about a daughter while living with her mother decides to start sleeping with the mother's live in boyfriend so the mother's brilliant idea is to call the jerry springer show as well as getting it on with her daughter's boyfriend is it any coincidence they live in a trailer park meanwhile somewhere else in america a woman finds her man with her friend in bed together so of course call america's jerry springer i'd talk about the rest of the film but even thinking about the film now is giving me a headache jamie who plays the daughter looks totally unattractive in the movie and remember michael the kick ass karate master from the american ninja series well take a look at him now as a white trash drunk the thing is he really looks too horrible and out of shape to call it getting in touch with his but if your idea of fun is seeing jerry springer sing a country song about his own show or guys up with well just watch the show instead at least steve was smart enough to stay out of this flick,negative
